,fruit_name,ID,Name,Number,Unit,Value
364,"Orange, raw",1190,"Folate, DFE",435,UG,30.0
365,"Orange, raw",1242,"Vitamin E, added",573,MG,0.0
366,"Orange, raw",1246,"Vitamin B-12, added",578,UG,0.0
367,"Orange, raw",1253,Cholesterol,601,MG,0.0
368,"Orange, raw",1258,"Fatty acids, total saturated",606,G,0.015
369,"Orange, raw",1259,4:0,607,G,0.0
370,"Orange, raw",1260,6:0,608,G,0.0
371,"Orange, raw",1261,8:0,609,G,0.0
372,"Orange, raw",1262,10:0,610,G,0.0
373,"Orange, raw",1263,12:0,611,G,0.0
374,"Orange, raw",1264,14:0,612,G,0.0
375,"Orange, raw",1265,16:0,613,G,0.013
376,"Orange, raw",1266,18:0,614,G,0.0
377,"Orange, raw",1268,18:1,617,G,0.02
378,"Orange, raw",1269,18:2,618,G,0.018
379,"Orange, raw",1270,18:3,619,G,0.007
380,"Orange, raw",1271,20:4,620,G,0.0
381,"Orange, raw",1272,22:6 n-3 (DHA),621,G,0.0
382,"Orange, raw",1275,16:1,626,G,0.003
383,"Orange, raw",1276,18:4,627,G,0.0
384,"Orange, raw",1277,20:1,628,G,0.0
385,"Orange, raw",1278,20:5 n-3 (EPA),629,G,0.0
386,"Orange, raw",1279,22:1,630,G,0.0
387,"Orange, raw",1280,22:5 n-3 (DPA),631,G,0.0
388,"Orange, raw",1292,"Fatty acids, total monounsaturated",645,G,0.023
389,"Orange, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.025
390,"Peach, raw",1003,Protein,203,G,0.91
391,"Peach, raw",1004,Total lipid (fat),204,G,0.25
392,"Peach, raw",1005,"Carbohydrate, by difference",205,G,9.54
393,"Peach, raw",1008,Energy,208,KCAL,39.0
394,"Peach, raw",1018,"Alcohol, ethyl",221,G,0.0
395,"Peach, raw",1051,Water,255,G,88.87
396,"Peach, raw",1057,Caffeine,262,MG,0.0
397,"Peach, raw",1058,Theobromine,263,MG,0.0
398,"Peach, raw",2000,"Sugars, total including NLEA",269,G,8.39
399,"Peach, raw",1079,"Fiber, total dietary",291,G,1.5
400,"Peach, raw",1087,"Calcium, Ca",301,MG,6.0
401,"Peach, raw",1089,"Iron, Fe",303,MG,0.25
402,"Peach, raw",1090,"Magnesium, Mg",304,MG,9.0
403,"Peach, raw",1091,"Phosphorus, P",305,MG,20.0
404,"Peach, raw",1092,"Potassium, K",306,MG,190.0
405,"Peach, raw",1093,"Sodium, Na",307,MG,0.0
406,"Peach, raw",1095,"Zinc, Zn",309,MG,0.17
407,"Peach, raw",1098,"Copper, Cu",312,MG,0.068
408,"Peach, raw",1103,"Selenium, Se",317,UG,0.1
409,"Peach, raw",1105,Retinol,319,UG,0.0
410,"Peach, raw",1106,"Vitamin A, RAE",320,UG,16.0
411,"Peach, raw",1107,"Carotene, beta",321,UG,162.0
412,"Peach, raw",1108,"Carotene, alpha",322,UG,0.0
413,"Peach, raw",1109,Vitamin E (alpha-tocopherol),323,MG,0.73
414,"Peach, raw",1114,Vitamin D (D2 + D3),328,UG,0.0
415,"Peach, raw",1120,"Cryptoxanthin, beta",334,UG,67.0
416,"Peach, raw",1122,Lycopene,337,UG,0.0
417,"Peach, raw",1123,Lutein + zeaxanthin,338,UG,91.0
418,"Peach, raw",1162,"Vitamin C, total ascorbic acid",401,MG,6.6
419,"Peach, raw",1165,Thiamin,404,MG,0.024
420,"Peach, raw",1166,Riboflavin,405,MG,0.031
421,"Peach, raw",1167,Niacin,406,MG,0.806
422,"Peach, raw",1175,Vitamin B-6,415,MG,0.025
423,"Peach, raw",1177,"Folate, total",417,UG,4.0
424,"Peach, raw",1178,Vitamin B-12,418,UG,0.0
425,"Peach, raw",1180,"Choline, total",421,MG,6.1
426,"Peach, raw",1185,Vitamin K (phylloquinone),430,UG,2.6
427,"Peach, raw",1186,Folic acid,431,UG,0.0
428,"Peach, raw",1187,"Folate, food",432,UG,4.0
429,"Peach, raw",1190,"Folate, DFE",435,UG,4.0
430,"Peach, raw",1242,"Vitamin E, added",573,MG,0.0
431,"Peach, raw",1246,"Vitamin B-12, added",578,UG,0.0
432,"Peach, raw",1253,Cholesterol,601,MG,0.0
433,"Peach, raw",1258,"Fatty acids, total saturated",606,G,0.019
434,"Peach, raw",1259,4:0,607,G,0.0
435,"Peach, raw",1260,6:0,608,G,0.0
436,"Peach, raw",1261,8:0,609,G,0.0
437,"Peach, raw",1262,10:0,610,G,0.0
438,"Peach, raw",1263,12:0,611,G,0.0
439,"Peach, raw",1264,14:0,612,G,0.0
440,"Peach, raw",1265,16:0,613,G,0.017
441,"Peach, raw",1266,18:0,614,G,0.002
442,"Peach, raw",1268,18:1,617,G,0.065
443,"Peach, raw",1269,18:2,618,G,0.084
444,"Peach, raw",1270,18:3,619,G,0.002
445,"Peach, raw",1271,20:4,620,G,0.0
446,"Peach, raw",1272,22:6 n-3 (DHA),621,G,0.0
447,"Peach, raw",1275,16:1,626,G,0.002
448,"Peach, raw",1276,18:4,627,G,0.0
449,"Peach, raw",1277,20:1,628,G,0.0
450,"Peach, raw",1278,20:5 n-3 (EPA),629,G,0.0
451,"Peach, raw",1279,22:1,630,G,0.0
452,"Peach, raw",1280,22:5 n-3 (DPA),631,G,0.0
453,"Peach, raw",1292,"Fatty acids, total monounsaturated",645,G,0.067
454,"Peach, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.086
455,"Persimmon, raw",1003,Protein,203,G,0.58
456,"Persimmon, raw",1004,Total lipid (fat),204,G,0.19
457,"Persimmon, raw",1005,"Carbohydrate, by difference",205,G,18.59
458,"Persimmon, raw",1008,Energy,208,KCAL,70.0
459,"Persimmon, raw",1018,"Alcohol, ethyl",221,G,0.0
460,"Persimmon, raw",1051,Water,255,G,80.32
461,"Persimmon, raw",1057,Caffeine,262,MG,0.0
462,"Persimmon, raw",1058,Theobromine,263,MG,0.0
463,"Persimmon, raw",2000,"Sugars, total including NLEA",269,G,12.53
464,"Persimmon, raw",1079,"Fiber, total dietary",291,G,3.6
465,"Persimmon, raw",1087,"Calcium, Ca",301,MG,8.0
466,"Persimmon, raw",1089,"Iron, Fe",303,MG,0.15
467,"Persimmon, raw",1090,"Magnesium, Mg",304,MG,9.0
468,"Persimmon, raw",1091,"Phosphorus, P",305,MG,17.0
469,"Persimmon, raw",1092,"Potassium, K",306,MG,161.0
470,"Persimmon, raw",1093,"Sodium, Na",307,MG,1.0
471,"Persimmon, raw",1095,"Zinc, Zn",309,MG,0.11
472,"Persimmon, raw",1098,"Copper, Cu",312,MG,0.113
473,"Persimmon, raw",1103,"Selenium, Se",317,UG,0.6
474,"Persimmon, raw",1105,Retinol,319,UG,0.0
475,"Persimmon, raw",1106,"Vitamin A, RAE",320,UG,81.0
476,"Persimmon, raw",1107,"Carotene, beta",321,UG,253.0
477,"Persimmon, raw",1108,"Carotene, alpha",322,UG,0.0
478,"Persimmon, raw",1109,Vitamin E (alpha-tocopherol),323,MG,0.73
479,"Persimmon, raw",1114,Vitamin D (D2 + D3),328,UG,0.0
480,"Persimmon, raw",1120,"Cryptoxanthin, beta",334,UG,1447.0
481,"Persimmon, raw",1122,Lycopene,337,UG,159.0
482,"Persimmon, raw",1123,Lutein + zeaxanthin,338,UG,834.0
483,"Persimmon, raw",1162,"Vitamin C, total ascorbic acid",401,MG,7.5
484,"Persimmon, raw",1165,Thiamin,404,MG,0.03
485,"Persimmon, raw",1166,Riboflavin,405,MG,0.02
486,"Persimmon, raw",1167,Niacin,406,MG,0.1
487,"Persimmon, raw",1175,Vitamin B-6,415,MG,0.1
488,"Persimmon, raw",1177,"Folate, total",417,UG,8.0
489,"Persimmon, raw",1178,Vitamin B-12,418,UG,0.0
490,"Persimmon, raw",1180,"Choline, total",421,MG,7.6
491,"Persimmon, raw",1185,Vitamin K (phylloquinone),430,UG,2.6
492,"Persimmon, raw",1186,Folic acid,431,UG,0.0
493,"Persimmon, raw",1187,"Folate, food",432,UG,8.0
494,"Persimmon, raw",1190,"Folate, DFE",435,UG,8.0
495,"Persimmon, raw",1242,"Vitamin E, added",573,MG,0.0
496,"Persimmon, raw",1246,"Vitamin B-12, added",578,UG,0.0
497,"Persimmon, raw",1253,Cholesterol,601,MG,0.0
498,"Persimmon, raw",1258,"Fatty acids, total saturated",606,G,0.02
499,"Persimmon, raw",1259,4:0,607,G,0.0
500,"Persimmon, raw",1260,6:0,608,G,0.0
501,"Persimmon, raw",1261,8:0,609,G,0.0
502,"Persimmon, raw",1262,10:0,610,G,0.0
503,"Persimmon, raw",1263,12:0,611,G,0.0
504,"Persimmon, raw",1264,14:0,612,G,0.001
505,"Persimmon, raw",1265,16:0,613,G,0.016
506,"Persimmon, raw",1266,18:0,614,G,0.003
507,"Persimmon, raw",1268,18:1,617,G,0.037
508,"Persimmon, raw",1269,18:2,618,G,0.039
509,"Persimmon, raw",1270,18:3,619,G,0.004
510,"Persimmon, raw",1271,20:4,620,G,0.0
511,"Persimmon, raw",1272,22:6 n-3 (DHA),621,G,0.0
512,"Persimmon, raw",1275,16:1,626,G,0.0
513,"Persimmon, raw",1276,18:4,627,G,0.0
514,"Persimmon, raw",1277,20:1,628,G,0.0
515,"Persimmon, raw",1278,20:5 n-3 (EPA),629,G,0.0
516,"Persimmon, raw",1279,22:1,630,G,0.0
517,"Persimmon, raw",1280,22:5 n-3 (DPA),631,G,0.0
518,"Persimmon, raw",1292,"Fatty acids, total monounsaturated",645,G,0.037
519,"Persimmon, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.043
520,"Strawberries, raw",1003,Protein,203,G,0.67
521,"Strawberries, raw",1004,Total lipid (fat),204,G,0.3
522,"Strawberries, raw",1005,"Carbohydrate, by difference",205,G,7.68
523,"Strawberries, raw",1008,Energy,208,KCAL,32.0
524,"Strawberries, raw",1018,"Alcohol, ethyl",221,G,0.0
525,"Strawberries, raw",1051,Water,255,G,90.95
526,"Strawberries, raw",1057,Caffeine,262,MG,0.0
527,"Strawberries, raw",1058,Theobromine,263,MG,0.0
528,"Strawberries, raw",2000,"Sugars, total including NLEA",269,G,4.89
529,"Strawberries, raw",1079,"Fiber, total dietary",291,G,2.0
530,"Strawberries, raw",1087,"Calcium, Ca",301,MG,16.0
531,"Strawberries, raw",1089,"Iron, Fe",303,MG,0.41
532,"Strawberries, raw",1090,"Magnesium, Mg",304,MG,13.0
533,"Strawberries, raw",1091,"Phosphorus, P",305,MG,24.0
534,"Strawberries, raw",1092,"Potassium, K",306,MG,153.0
535,"Strawberries, raw",1093,"Sodium, Na",307,MG,1.0
536,"Strawberries, raw",1095,"Zinc, Zn",309,MG,0.14
537,"Strawberries, raw",1098,"Copper, Cu",312,MG,0.048
538,"Strawberries, raw",1103,"Selenium, Se",317,UG,0.4
539,"Strawberries, raw",1105,Retinol,319,UG,0.0
540,"Strawberries, raw",1106,"Vitamin A, RAE",320,UG,1.0
541,"Strawberries, raw",1107,"Carotene, beta",321,UG,7.0
542,"Strawberries, raw",1108,"Carotene, alpha",322,UG,0.0
543,"Strawberries, raw",1109,Vitamin E (alpha-tocopherol),323,MG,0.29
544,"Strawberries, raw",1114,Vitamin D (D2 + D3),328,UG,0.0
545,"Strawberries, raw",1120,"Cryptoxanthin, beta",334,UG,0.0
546,"Strawberries, raw",1122,Lycopene,337,UG,0.0
547,"Strawberries, raw",1123,Lutein + zeaxanthin,338,UG,26.0
548,"Strawberries, raw",1162,"Vitamin C, total ascorbic acid",401,MG,58.8
549,"Strawberries, raw",1165,Thiamin,404,MG,0.024
550,"Strawberries, raw",1166,Riboflavin,405,MG,0.022
551,"Strawberries, raw",1167,Niacin,406,MG,0.386
552,"Strawberries, raw",1175,Vitamin B-6,415,MG,0.047
553,"Strawberries, raw",1177,"Folate, total",417,UG,24.0
554,"Strawberries, raw",1178,Vitamin B-12,418,UG,0.0
555,"Strawberries, raw",1180,"Choline, total",421,MG,5.7
556,"Strawberries, raw",1185,Vitamin K (phylloquinone),430,UG,2.2
557,"Strawberries, raw",1186,Folic acid,431,UG,0.0
558,"Strawberries, raw",1187,"Folate, food",432,UG,24.0
559,"Strawberries, raw",1190,"Folate, DFE",435,UG,24.0
560,"Strawberries, raw",1242,"Vitamin E, added",573,MG,0.0
561,"Strawberries, raw",1246,"Vitamin B-12, added",578,UG,0.0
562,"Strawberries, raw",1253,Cholesterol,601,MG,0.0
563,"Strawberries, raw",1258,"Fatty acids, total saturated",606,G,0.015
564,"Strawberries, raw",1259,4:0,607,G,0.0
565,"Strawberries, raw",1260,6:0,608,G,0.0
566,"Strawberries, raw",1261,8:0,609,G,0.0
567,"Strawberries, raw",1262,10:0,610,G,0.0
568,"Strawberries, raw",1263,12:0,611,G,0.0
569,"Strawberries, raw",1264,14:0,612,G,0.0
570,"Strawberries, raw",1265,16:0,613,G,0.012
571,"Strawberries, raw",1266,18:0,614,G,0.003
572,"Strawberries, raw",1268,18:1,617,G,0.042
573,"Strawberries, raw",1269,18:2,618,G,0.09
574,"Strawberries, raw",1270,18:3,619,G,0.065
575,"Strawberries, raw",1271,20:4,620,G,0.0
576,"Strawberries, raw",1272,22:6 n-3 (DHA),621,G,0.0
577,"Strawberries, raw",1275,16:1,626,G,0.001
578,"Strawberries, raw",1276,18:4,627,G,0.0
579,"Strawberries, raw",1277,20:1,628,G,0.0
580,"Strawberries, raw",1278,20:5 n-3 (EPA),629,G,0.0
581,"Strawberries, raw",1279,22:1,630,G,0.0
582,"Strawberries, raw",1280,22:5 n-3 (DPA),631,G,0.0
583,"Strawberries, raw",1292,"Fatty acids, total monounsaturated",645,G,0.043
584,"Strawberries, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.155
585,"Tomatoes, raw",1003,Protein,203,G,0.88
586,"Tomatoes, raw",1004,Total lipid (fat),204,G,0.2
587,"Tomatoes, raw",1005,"Carbohydrate, by difference",205,G,3.89
588,"Tomatoes, raw",1008,Energy,208,KCAL,18.0
589,"Tomatoes, raw",1018,"Alcohol, ethyl",221,G,0.0
590,"Tomatoes, raw",1051,Water,255,G,94.52
591,"Tomatoes, raw",1057,Caffeine,262,MG,0.0
592,"Tomatoes, raw",1058,Theobromine,263,MG,0.0
593,"Tomatoes, raw",2000,"Sugars, total including NLEA",269,G,2.63
594,"Tomatoes, raw",1079,"Fiber, total dietary",291,G,1.2
595,"Tomatoes, raw",1087,"Calcium, Ca",301,MG,10.0
596,"Tomatoes, raw",1089,"Iron, Fe",303,MG,0.27
597,"Tomatoes, raw",1090,"Magnesium, Mg",304,MG,11.0
598,"Tomatoes, raw",1091,"Phosphorus, P",305,MG,24.0
599,"Tomatoes, raw",1092,"Potassium, K",306,MG,237.0
600,"Tomatoes, raw",1093,"Sodium, Na",307,MG,5.0
601,"Tomatoes, raw",1095,"Zinc, Zn",309,MG,0.17
602,"Tomatoes, raw",1098,"Copper, Cu",312,MG,0.059
603,"Tomatoes, raw",1103,"Selenium, Se",317,UG,0.0
604,"Tomatoes, raw",1105,Retinol,319,UG,0.0
605,"Tomatoes, raw",1106,"Vitamin A, RAE",320,UG,42.0
606,"Tomatoes, raw",1107,"Carotene, beta",321,UG,449.0
607,"Tomatoes, raw",1108,"Carotene, alpha",322,UG,101.0
608,"Tomatoes, raw",1109,Vitamin E (alpha-tocopherol),323,MG,0.54
609,"Tomatoes, raw",1114,Vitamin D (D2 + D3),328,UG,0.0
610,"Tomatoes, raw",1120,"Cryptoxanthin, beta",334,UG,0.0
611,"Tomatoes, raw",1122,Lycopene,337,UG,2573.0
612,"Tomatoes, raw",1123,Lutein + zeaxanthin,338,UG,123.0
613,"Tomatoes, raw",1162,"Vitamin C, total ascorbic acid",401,MG,13.7
614,"Tomatoes, raw",1165,Thiamin,404,MG,0.037
615,"Tomatoes, raw",1166,Riboflavin,405,MG,0.019
616,"Tomatoes, raw",1167,Niacin,406,MG,0.594
617,"Tomatoes, raw",1175,Vitamin B-6,415,MG,0.08
618,"Tomatoes, raw",1177,"Folate, total",417,UG,15.0
619,"Tomatoes, raw",1178,Vitamin B-12,418,UG,0.0
620,"Tomatoes, raw",1180,"Choline, total",421,MG,6.7
621,"Tomatoes, raw",1185,Vitamin K (phylloquinone),430,UG,7.9
622,"Tomatoes, raw",1186,Folic acid,431,UG,0.0
623,"Tomatoes, raw",1187,"Folate, food",432,UG,15.0
624,"Tomatoes, raw",1190,"Folate, DFE",435,UG,15.0
625,"Tomatoes, raw",1242,"Vitamin E, added",573,MG,0.0
626,"Tomatoes, raw",1246,"Vitamin B-12, added",578,UG,0.0
627,"Tomatoes, raw",1253,Cholesterol,601,MG,0.0
628,"Tomatoes, raw",1258,"Fatty acids, total saturated",606,G,0.028
629,"Tomatoes, raw",1259,4:0,607,G,0.0
630,"Tomatoes, raw",1260,6:0,608,G,0.0
631,"Tomatoes, raw",1261,8:0,609,G,0.0
632,"Tomatoes, raw",1262,10:0,610,G,0.0
633,"Tomatoes, raw",1263,12:0,611,G,0.0
634,"Tomatoes, raw",1264,14:0,612,G,0.0
635,"Tomatoes, raw",1265,16:0,613,G,0.02
636,"Tomatoes, raw",1266,18:0,614,G,0.008
637,"Tomatoes, raw",1268,18:1,617,G,0.03
638,"Tomatoes, raw",1269,18:2,618,G,0.08
639,"Tomatoes, raw",1270,18:3,619,G,0.003
640,"Tomatoes, raw",1271,20:4,620,G,0.0
641,"Tomatoes, raw",1272,22:6 n-3 (DHA),621,G,0.0
642,"Tomatoes, raw",1275,16:1,626,G,0.001
643,"Tomatoes, raw",1276,18:4,627,G,0.0
644,"Tomatoes, raw",1277,20:1,628,G,0.0
645,"Tomatoes, raw",1278,20:5 n-3 (EPA),629,G,0.0
646,"Tomatoes, raw",1279,22:1,630,G,0.0
647,"Tomatoes, raw",1280,22:5 n-3 (DPA),631,G,0.0
648,"Tomatoes, raw",1292,"Fatty acids, total monounsaturated",645,G,0.031
649,"Tomatoes, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.083
650,"Watermelon, raw",1003,Protein,203,G,0.61
651,"Watermelon, raw",1004,Total lipid (fat),204,G,0.15
652,"Watermelon, raw",1005,"Carbohydrate, by difference",205,G,7.55
653,"Watermelon, raw",1008,Energy,208,KCAL,30.0
654,"Watermelon, raw",1018,"Alcohol, ethyl",221,G,0.0
655,"Watermelon, raw",1051,Water,255,G,91.45
656,"Watermelon, raw",1057,Caffeine,262,MG,0.0
657,"Watermelon, raw",1058,Theobromine,263,MG,0.0
658,"Watermelon, raw",2000,"Sugars, total including NLEA",269,G,6.2
659,"Watermelon, raw",1079,"Fiber, total dietary",291,G,0.4
660,"Watermelon, raw",1087,"Calcium, Ca",301,MG,7.0
661,"Watermelon, raw",1089,"Iron, Fe",303,MG,0.24
662,"Watermelon, raw",1090,"Magnesium, Mg",304,MG,10.0
663,"Watermelon, raw",1091,"Phosphorus, P",305,MG,11.0
664,"Watermelon, raw",1092,"Potassium, K",306,MG,112.0
665,"Watermelon, raw",1093,"Sodium, Na",307,MG,1.0
666,"Watermelon, raw",1095,"Zinc, Zn",309,MG,0.1
667,"Watermelon, raw",1098,"Copper, Cu",312,MG,0.042
668,"Watermelon, raw",1103,"Selenium, Se",317,UG,0.4
669,"Watermelon, raw",1105,Retinol,319,UG,0.0
670,"Watermelon, raw",1106,"Vitamin A, RAE",320,UG,28.0
671,"Watermelon, raw",1107,"Carotene, beta",321,UG,303.0
672,"Watermelon, raw",1108,"Carotene, alpha",322,UG,0.0
673,"Watermelon, raw",1109,Vitamin E (alpha-tocopherol),323,MG,0.05
674,"Watermelon, raw",1114,Vitamin D (D2 + D3),328,UG,0.0
675,"Watermelon, raw",1120,"Cryptoxanthin, beta",334,UG,78.0
676,"Watermelon, raw",1122,Lycopene,337,UG,4532.0
677,"Watermelon, raw",1123,Lutein + zeaxanthin,338,UG,8.0
678,"Watermelon, raw",1162,"Vitamin C, total ascorbic acid",401,MG,8.1
679,"Watermelon, raw",1165,Thiamin,404,MG,0.033
680,"Watermelon, raw",1166,Riboflavin,405,MG,0.021
681,"Watermelon, raw",1167,Niacin,406,MG,0.178
682,"Watermelon, raw",1175,Vitamin B-6,415,MG,0.045
683,"Watermelon, raw",1177,"Folate, total",417,UG,3.0
684,"Watermelon, raw",1178,Vitamin B-12,418,UG,0.0
685,"Watermelon, raw",1180,"Choline, total",421,MG,4.1
686,"Watermelon, raw",1185,Vitamin K (phylloquinone),430,UG,0.1
687,"Watermelon, raw",1186,Folic acid,431,UG,0.0
688,"Watermelon, raw",1187,"Folate, food",432,UG,3.0
689,"Watermelon, raw",1190,"Folate, DFE",435,UG,3.0
690,"Watermelon, raw",1242,"Vitamin E, added",573,MG,0.0
691,"Watermelon, raw",1246,"Vitamin B-12, added",578,UG,0.0
692,"Watermelon, raw",1253,Cholesterol,601,MG,0.0
693,"Watermelon, raw",1258,"Fatty acids, total saturated",606,G,0.016
694,"Watermelon, raw",1259,4:0,607,G,0.0
695,"Watermelon, raw",1260,6:0,608,G,0.0
696,"Watermelon, raw",1261,8:0,609,G,0.0
697,"Watermelon, raw",1262,10:0,610,G,0.001
698,"Watermelon, raw",1263,12:0,611,G,0.001
699,"Watermelon, raw",1264,14:0,612,G,0.0
700,"Watermelon, raw",1265,16:0,613,G,0.008
701,"Watermelon, raw",1266,18:0,614,G,0.006
702,"Watermelon, raw",1268,18:1,617,G,0.037
703,"Watermelon, raw",1269,18:2,618,G,0.05
704,"Watermelon, raw",1270,18:3,619,G,0.0
705,"Watermelon, raw",1271,20:4,620,G,0.0
706,"Watermelon, raw",1272,22:6 n-3 (DHA),621,G,0.0
707,"Watermelon, raw",1275,16:1,626,G,0.0
708,"Watermelon, raw",1276,18:4,627,G,0.0
709,"Watermelon, raw",1277,20:1,628,G,0.0
710,"Watermelon, raw",1278,20:5 n-3 (EPA),629,G,0.0
711,"Watermelon, raw",1279,22:1,630,G,0.0
712,"Watermelon, raw",1280,22:5 n-3 (DPA),631,G,0.0
713,"Watermelon, raw",1292,"Fatty acids, total monounsaturated",645,G,0.037
714,"Watermelon, raw",1293,"Fatty acids, total polyunsaturated",646,G,0.05
